,Mouse,Amplitude,Day,TimeBin,SleepState,StateLength
sws,Ca_EEG3-4,0.25mA,PostAversive,8.0,nrem,24.794117647058826
wake,Ca_EEG3-4,0.25mA,PostAversive,8.0,wake,61.199999999999996
rem,Ca_EEG3-1,0.25mA,PostNeutral,8.0,rem,10.636363636363637
sws,Ca_EEG3-1,0.25mA,PostNeutral,8.0,nrem,35.660377358490564
wake,Ca_EEG2-1,1.5mA,PreNeutral,8.0,wake,123.69230769230771
rem,Ca_EEG3-2,0.25mA,PostNeutral,8.0,rem,10.363636363636363
rem,Ca_EEG2-1,1.5mA,PostNeutral,8.0,rem,10.714285714285715
sws,Ca_EEG2-1,1.5mA,PostNeutral,8.0,nrem,26.400000000000002
wake,Ca_EEG2-1,1.5mA,PostNeutral,8.0,wake,166.36363636363637
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,8.0,wake,82.25
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,8.0,nrem,56.888888888888886
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,8.0,rem,6.0
rem,Ca_EEG3-1,0.25mA,PostAversive,8.0,rem,11.76
sws,Ca_EEG3-1,0.25mA,PostAversive,8.0,nrem,40.25
wake,Ca_EEG3-1,0.25mA,PostAversive,8.0,wake,44.32258064516129
wake,Ca_EEG2-1,1.5mA,PostAversive,8.0,wake,93.1304347826087
sws,Ca_EEG2-1,1.5mA,PostAversive,8.0,nrem,28.57142857142857
rem,Ca_EEG2-1,1.5mA,PostAversive,8.0,rem,10.75
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,8.0,wake,72.38709677419355
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,8.0,nrem,33.315789473684205
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,8.0,rem,7.800000000000001
rem,Ca_EEG3-2,0.25mA,PreNeutral,8.0,rem,14.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,8.0,nrem,45.17647058823529
wake,Ca_EEG3-3,0.25mA,PostAversive,8.0,wake,60.94736842105263
sws,Ca_EEG3-3,0.25mA,PostAversive,8.0,nrem,58.5
rem,Ca_EEG3-3,0.25mA,PostAversive,8.0,rem,16.799999999999997
sws,Ca_EEG3-2,0.25mA,PostNeutral,8.0,nrem,61.30434782608695
wake,Ca_EEG3-2,0.25mA,PostNeutral,8.0,wake,129.75
wake,Ca_EEG3-1,0.25mA,PostNeutral,8.0,wake,41.0
wake,Ca_EEG2-3,1.5mA,PostAversive,8.0,wake,153.1764705882353
rem,Ca_EEG2-2,1.5mA,PreNeutral,8.0,rem,12.0
sws,Ca_EEG3-1,0.25mA,PreNeutral,8.0,nrem,29.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,8.0,nrem,37.2
wake,Ca_EEG3-1,0.25mA,PreNeutral,8.0,wake,58.114285714285714
sws,Ca_EEG2-2,1.5mA,PostAversive,8.0,nrem,65.4
sws,Ca_EEG2-3,1.5mA,PostAversive,8.0,nrem,44.7
rem,Ca_EEG2-3,1.5mA,PostAversive,8.0,rem,14.57142857142857
sws,Ca_EEG2-2,1.5mA,PreNeutral,8.0,nrem,80.3076923076923
wake,Ca_EEG3-2,0.25mA,PreNeutral,8.0,wake,31.3125
wake,Ca_EEG2-2,1.5mA,PreNeutral,8.0,wake,252.0
rem,Ca_EEG3-1,0.25mA,PreNeutral,8.0,rem,10.875
sws,Ca_EEG3-3,0.25mA,PostNeutral,8.0,nrem,46.63636363636363
rem,Ca_EEG3-3,0.25mA,PostNeutral,8.0,rem,15.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,8.0,rem,6.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,8.0,nrem,81.2
wake,Ca_EEG3-3,0.25mA,PostNeutral,8.0,wake,57.900000000000006
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,8.0,wake,190.125
sws,Ca_EEG2-3,1.5mA,PostAversive,9.0,nrem,36.34285714285714
sws,Ca_EEG3-2,0.25mA,PostNeutral,9.0,nrem,48.94736842105263
sws,Ca_EEG3-1,0.25mA,PostAversive,9.0,nrem,23.625
rem,Ca_EEG3-1,0.25mA,PostAversive,9.0,rem,12.42857142857143
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,9.0,wake,131.66666666666666
wake,Ca_EEG2-3,1.5mA,PostAversive,9.0,wake,69.48387096774194
wake,Ca_EEG3-1,0.25mA,PostAversive,9.0,wake,61.94594594594595
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,9.0,nrem,50.266666666666666
sws,Ca_EEG3-3,0.25mA,PreNeutral,9.0,nrem,62.21052631578947
wake,Ca_EEG3-2,0.25mA,PreNeutral,9.0,wake,207.42857142857142
sws,Ca_EEG3-2,0.25mA,PreNeutral,9.0,nrem,43.125
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,9.0,wake,33.599999999999994
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,9.0,nrem,53.714285714285715
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,9.0,rem,12.0
wake,Ca_EEG3-3,0.25mA,PreNeutral,9.0,wake,133.66666666666669
wake,Ca_EEG2-2,1.5mA,PostAversive,9.0,wake,128.21052631578948
sws,Ca_EEG2-2,1.5mA,PostAversive,9.0,nrem,57.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,9.0,rem,6.0
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,9.0,rem,20.4
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,9.0,wake,888.0
sws,Ca_EEG3-4,0.25mA,PostAversive,9.0,nrem,22.200000000000003
rem,Ca_EEG3-2,0.25mA,PostAversive,9.0,rem,16.0
sws,Ca_EEG3-2,0.25mA,PostAversive,9.0,nrem,54.0
wake,Ca_EEG3-2,0.25mA,PostAversive,9.0,wake,252.54545454545456
wake,Ca_EEG2-3,1.5mA,PostNeutral,9.0,wake,3600.0
rem,Ca_EEG3-2,0.25mA,PostNeutral,9.0,rem,12.0
wake,Ca_EEG3-1,0.25mA,PreNeutral,9.0,wake,256.5
sws,Ca_EEG3-1,0.25mA,PreNeutral,9.0,nrem,31.6
rem,Ca_EEG3-1,0.25mA,PreNeutral,9.0,rem,9.600000000000001
wake,Ca_EEG3-4,0.25mA,PostNeutral,9.0,wake,142.85714285714286
sws,Ca_EEG3-4,0.25mA,PostNeutral,9.0,nrem,14.2
rem,Ca_EEG3-4,0.25mA,PostNeutral,9.0,rem,13.384615384615385
rem,Ca_EEG3-4,0.25mA,PostAversive,9.0,rem,12.731707317073171
rem,Ca_EEG3-1,0.25mA,PostNeutral,9.0,rem,7.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,9.0,nrem,22.56
wake,Ca_EEG3-1,0.25mA,PostNeutral,9.0,wake,130.17391304347825
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,9.0,wake,552.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,9.0,nrem,99.75
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,9.0,wake,102.24
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,9.0,nrem,39.92307692307693
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,9.0,rem,6.0
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,9.0,rem,10.5
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,9.0,nrem,16.0
wake,Ca_EEG3-2,0.25mA,PostNeutral,9.0,wake,216.5
wake,Ca_EEG2-3,1.5mA,PreNeutral,9.0,wake,167.05263157894737
sws,Ca_EEG2-3,1.5mA,PreNeutral,9.0,nrem,23.666666666666668
wake,Ca_EEG3-4,0.25mA,PostAversive,9.0,wake,140.57142857142856
rem,Ca_EEG2-3,1.5mA,PostAversive,9.0,rem,29.0
rem,Ca_EEG3-2,0.25mA,PreNeutral,9.0,rem,6.0
rem,Ca_EEG2-2,1.5mA,PostAversive,9.0,rem,24.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,wake,3336.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,nrem,60.0
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,rem,8.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,9.0,nrem,40.0
rem,Ca_EEG2-2,1.5mA,PostNeutral,9.0,rem,51.0
rem,Ca_EEG2-1,1.5mA,PostAversive,9.0,rem,6.545454545454545
sws,Ca_EEG2-1,1.5mA,PostAversive,9.0,nrem,31.5
wake,Ca_EEG2-1,1.5mA,PostAversive,9.0,wake,504.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,9.0,wake,117.81818181818181
sws,Ca_EEG3-4,0.25mA,PreNeutral,9.0,nrem,16.325581395348838
wake,Ca_EEG2-2,1.5mA,PostNeutral,9.0,wake,651.5999999999999
rem,Ca_EEG2-1,1.5mA,PreNeutral,9.0,rem,6.0
rem,Ca_EEG3-4,0.25mA,PreNeutral,9.0,rem,12.75
sws,Ca_EEG2-1,1.5mA,PreNeutral,9.0,nrem,32.18181818181818
sws,Ca_EEG3-3,0.25mA,PostAversive,9.0,nrem,39.09677419354839
rem,Ca_EEG3-3,0.25mA,PostAversive,9.0,rem,12.545454545454545
rem,Ca_EEG2-1,1.5mA,PostNeutral,9.0,rem,8.7
sws,Ca_EEG2-1,1.5mA,PostNeutral,9.0,nrem,45.599999999999994
wake,Ca_EEG3-3,0.25mA,PostNeutral,9.0,wake,79.44
sws,Ca_EEG3-3,0.25mA,PostNeutral,9.0,nrem,47.806451612903224
wake,Ca_EEG2-1,1.5mA,PostNeutral,9.0,wake,187.0909090909091
wake,Ca_EEG2-2,1.5mA,PreNeutral,9.0,wake,3600.0
wake,Ca_EEG3-3,0.25mA,PostAversive,9.0,wake,102.27272727272728
rem,Ca_EEG3-3,0.25mA,PostNeutral,9.0,rem,18.857142857142858
wake,Ca_EEG2-1,1.5mA,PreNeutral,9.0,wake,459.42857142857144
sws,Ca_EEG3-3,0.25mA,PostNeutral,10.0,nrem,37.15384615384615
sws,Ca_EEG2-3,1.5mA,PreNeutral,10.0,nrem,104.0
rem,Ca_EEG3-4,0.25mA,PreNeutral,10.0,rem,8.7
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,10.0,wake,267.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,10.0,nrem,85.14285714285714
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,10.0,rem,13.125
wake,Ca_EEG2-3,1.5mA,PreNeutral,10.0,wake,425.14285714285717
sws,Ca_EEG3-4,0.25mA,PreNeutral,10.0,nrem,21.461538461538463
sws,Ca_EEG2-2,1.5mA,PostNeutral,10.0,nrem,97.19999999999999
rem,Ca_EEG3-4,0.25mA,PostNeutral,10.0,rem,6.0
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,rem,10.8
sws,Ca_EEG2-3,1.5mA,PostNeutral,10.0,nrem,6.0
wake,Ca_EEG2-3,1.5mA,PostNeutral,10.0,wake,1797.0
rem,Ca_EEG3-4,0.25mA,PostAversive,10.0,rem,6.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,10.0,nrem,21.818181818181817
sws,Ca_EEG3-4,0.25mA,PostAversive,10.0,nrem,33.88235294117647
wake,Ca_EEG3-4,0.25mA,PostAversive,10.0,wake,230.30769230769232
wake,Ca_EEG3-4,0.25mA,PreNeutral,10.0,wake,66.0
wake,Ca_EEG3-1,0.25mA,PostNeutral,10.0,wake,479.14285714285717
wake,Ca_EEG3-2,0.25mA,PostAversive,10.0,wake,259.6363636363636
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,nrem,59.23076923076923
sws,Ca_EEG3-2,0.25mA,PostAversive,10.0,nrem,56.30769230769231
wake,Ca_EEG2-1,1.5mA,PostAversive,10.0,wake,229.28571428571428
sws,Ca_EEG2-1,1.5mA,PostAversive,10.0,nrem,23.25
rem,Ca_EEG2-1,1.5mA,PostAversive,10.0,rem,6.0
wake,Ca_EEG2-1,1.5mA,PostNeutral,10.0,wake,3600.0
rem,Ca_EEG3-1,0.25mA,PostAversive,10.0,rem,7.5
wake,Ca_EEG2-2,1.5mA,PostNeutral,10.0,wake,519.0
sws,Ca_EEG3-1,0.25mA,PostAversive,10.0,nrem,54.375
wake,Ca_EEG3-3,0.25mA,PostNeutral,10.0,wake,97.55555555555556
wake,Ca_EEG3-1,0.25mA,PostAversive,10.0,wake,225.0
rem,Ca_EEG3-2,0.25mA,PostAversive,10.0,rem,6.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,10.0,wake,116.75
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,wake,45.12
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,10.0,wake,3576.0
wake,Ca_EEG3-3,0.25mA,PostAversive,10.0,wake,92.88
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,10.0,rem,26.0
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,10.0,rem,6.0
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,10.0,nrem,50.2
rem,Ca_EEG3-3,0.25mA,PostAversive,10.0,rem,6.0
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,wake,122.76923076923076
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,nrem,105.88235294117648
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,rem,25.5
sws,Ca_EEG3-3,0.25mA,PreNeutral,10.0,nrem,38.66666666666667
wake,Ca_EEG3-3,0.25mA,PreNeutral,10.0,wake,152.8421052631579
wake,Ca_EEG3-1,0.25mA,PreNeutral,10.0,wake,80.51612903225806
sws,Ca_EEG3-1,0.25mA,PreNeutral,10.0,nrem,30.88235294117647
rem,Ca_EEG3-1,0.25mA,PreNeutral,10.0,rem,10.8
sws,Ca_EEG3-3,0.25mA,PostAversive,10.0,nrem,46.22222222222222
wake,Ca_EEG2-1,1.5mA,PreNeutral,10.0,wake,1797.0
sws,Ca_EEG2-1,1.5mA,PreNeutral,10.0,nrem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,10.0,wake,155.29411764705884
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,10.0,nrem,40.2
sws,Ca_EEG2-3,1.5mA,PostAversive,10.0,nrem,52.875
rem,Ca_EEG2-2,1.5mA,PostAversive,10.0,rem,9.333333333333334
sws,Ca_EEG3-1,0.25mA,PostNeutral,10.0,nrem,41.0
rem,Ca_EEG2-3,1.5mA,PostAversive,10.0,rem,18.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,10.0,nrem,97.0
wake,Ca_EEG3-2,0.25mA,PreNeutral,10.0,wake,95.21739130434783
sws,Ca_EEG3-2,0.25mA,PreNeutral,10.0,nrem,53.53846153846154
rem,Ca_EEG3-2,0.25mA,PreNeutral,10.0,rem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,10.0,wake,85.5
sws,Ca_EEG2-2,1.5mA,PostAversive,10.0,nrem,36.71428571428571
rem,Ca_EEG3-2,0.25mA,PostNeutral,10.0,rem,21.0
sws,Ca_EEG3-2,0.25mA,PostNeutral,10.0,nrem,68.0
wake,Ca_EEG3-2,0.25mA,PostNeutral,10.0,wake,249.27272727272728
wake,Ca_EEG2-2,1.5mA,PostAversive,10.0,wake,56.400000000000006
wake,Ca_EEG2-2,1.5mA,PreNeutral,10.0,wake,503.0
wake,Ca_EEG2-3,1.5mA,PostAversive,10.0,wake,192.8571428571429
wake,Ca_EEG3-1,0.25mA,PostNeutral,11.0,wake,855.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,11.0,nrem,43.5
rem,Ca_EEG3-1,0.25mA,PostNeutral,11.0,rem,6.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,11.0,rem,42.0
wake,Ca_EEG3-2,0.25mA,PostAversive,11.0,wake,65.21739130434783
wake,Ca_EEG2-2,1.5mA,PostNeutral,11.0,wake,271.3333333333333
sws,Ca_EEG3-2,0.25mA,PostAversive,11.0,nrem,59.8125
rem,Ca_EEG3-2,0.25mA,PostAversive,11.0,rem,16.90909090909091
wake,Ca_EEG2-3,1.5mA,PostNeutral,11.0,wake,3600.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,11.0,nrem,24.285714285714285
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,11.0,nrem,38.5531914893617
sws,Ca_EEG3-3,0.25mA,PostNeutral,11.0,nrem,30.0
wake,Ca_EEG2-2,1.5mA,PreNeutral,11.0,wake,778.5
wake,Ca_EEG3-3,0.25mA,PostNeutral,11.0,wake,108.46153846153845
wake,Ca_EEG2-3,1.5mA,PostAversive,11.0,wake,3600.0
rem,Ca_EEG3-2,0.25mA,PostNeutral,11.0,rem,6.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,11.0,wake,169.66666666666669
sws,Ca_EEG3-2,0.25mA,PostNeutral,11.0,nrem,84.42857142857143
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,11.0,nrem,138.0
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,11.0,rem,18.857142857142858
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,11.0,wake,609.5999999999999
wake,Ca_EEG3-1,0.25mA,PreNeutral,11.0,wake,143.71428571428572
sws,Ca_EEG3-1,0.25mA,PreNeutral,11.0,nrem,27.428571428571427
rem,Ca_EEG3-1,0.25mA,PreNeutral,11.0,rem,6.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,11.0,rem,6.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,11.0,nrem,103.0909090909091
wake,Ca_EEG2-1,1.5mA,PreNeutral,11.0,wake,1797.0
sws,Ca_EEG2-1,1.5mA,PreNeutral,11.0,nrem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,11.0,wake,37.67441860465116
wake,Ca_EEG3-2,0.25mA,PostNeutral,11.0,wake,172.28571428571428
rem,Ca_EEG2-2,1.5mA,PostNeutral,11.0,rem,8.0
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,11.0,wake,3600.0
sws,Ca_EEG2-2,1.5mA,PreNeutral,11.0,nrem,67.0
rem,Ca_EEG3-3,0.25mA,PreNeutral,11.0,rem,22.5
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,rem,13.285714285714286
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,nrem,107.35714285714286
sws,Ca_EEG2-1,1.5mA,PostAversive,11.0,nrem,28.0
rem,Ca_EEG2-1,1.5mA,PostAversive,11.0,rem,6.0
rem,Ca_EEG3-1,0.25mA,PostAversive,11.0,rem,6.0
sws,Ca_EEG3-1,0.25mA,PostAversive,11.0,nrem,39.88235294117647
wake,Ca_EEG3-1,0.25mA,PostAversive,11.0,wake,182.25
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,11.0,wake,3600.0
wake,Ca_EEG2-3,1.5mA,PreNeutral,11.0,wake,135.75
sws,Ca_EEG2-3,1.5mA,PreNeutral,11.0,nrem,78.35294117647058
rem,Ca_EEG2-3,1.5mA,PreNeutral,11.0,rem,24.0
wake,Ca_EEG2-1,1.5mA,PostNeutral,11.0,wake,1776.0
wake,Ca_EEG3-2,0.25mA,PreNeutral,11.0,wake,321.75
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,wake,27.2
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,rem,6.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,nrem,52.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,wake,295.79999999999995
sws,Ca_EEG2-1,1.5mA,PostNeutral,11.0,nrem,48.0
rem,Ca_EEG3-2,0.25mA,PreNeutral,11.0,rem,6.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,11.0,nrem,91.63636363636364
sws,Ca_EEG3-3,0.25mA,PreNeutral,11.0,nrem,71.53846153846155
wake,Ca_EEG3-3,0.25mA,PreNeutral,11.0,wake,71.73913043478261
wake,Ca_EEG3-4,0.25mA,PreNeutral,11.0,wake,281.5
rem,Ca_EEG3-4,0.25mA,PreNeutral,11.0,rem,9.600000000000001
sws,Ca_EEG3-4,0.25mA,PreNeutral,11.0,nrem,12.42857142857143
sws,Ca_EEG3-3,0.25mA,PostAversive,11.0,nrem,80.25
rem,Ca_EEG3-4,0.25mA,PostAversive,11.0,rem,7.666666666666666
rem,Ca_EEG2-2,1.5mA,PostAversive,11.0,rem,30.46153846153846
sws,Ca_EEG2-2,1.5mA,PostAversive,11.0,nrem,83.77777777777779
wake,Ca_EEG2-2,1.5mA,PostAversive,11.0,wake,58.875
wake,Ca_EEG2-1,1.5mA,PostAversive,11.0,wake,334.20000000000005
wake,Ca_EEG3-3,0.25mA,PostAversive,11.0,wake,328.6666666666667
sws,Ca_EEG3-4,0.25mA,PostAversive,11.0,nrem,23.508196721311478
wake,Ca_EEG3-4,0.25mA,PostAversive,11.0,wake,67.5
rem,Ca_EEG2-1,1.5mA,PreNeutral,12.0,rem,6.0
wake,Ca_EEG2-2,1.5mA,PostAversive,12.0,wake,138.33333333333334
wake,Ca_EEG2-1,1.5mA,PreNeutral,12.0,wake,843.0
sws,Ca_EEG2-3,1.5mA,PostAversive,12.0,nrem,87.88235294117646
sws,Ca_EEG2-1,1.5mA,PreNeutral,12.0,nrem,43.2
rem,Ca_EEG2-3,1.5mA,PostAversive,12.0,rem,31.5
sws,Ca_EEG2-2,1.5mA,PostAversive,12.0,nrem,56.526315789473685
rem,Ca_EEG2-2,1.5mA,PostAversive,12.0,rem,12.0
wake,Ca_EEG3-4,0.25mA,PreNeutral,12.0,wake,591.0
wake,Ca_EEG2-2,1.5mA,PreNeutral,12.0,wake,58.36363636363636
sws,Ca_EEG2-2,1.5mA,PreNeutral,12.0,nrem,104.0
rem,Ca_EEG2-2,1.5mA,PreNeutral,12.0,rem,132.0
wake,Ca_EEG2-3,1.5mA,PostAversive,12.0,wake,123.75
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,12.0,wake,1797.0
sws,Ca_EEG3-4,0.25mA,PostNeutral,12.0,nrem,28.0
rem,Ca_EEG3-4,0.25mA,PostNeutral,12.0,rem,7.764705882352942
sws,Ca_EEG3-3,0.25mA,PreNeutral,12.0,nrem,49.60000000000001
wake,Ca_EEG3-3,0.25mA,PreNeutral,12.0,wake,204.0
sws,Ca_EEG3-4,0.25mA,PreNeutral,12.0,nrem,10.8
wake,Ca_EEG3-3,0.25mA,PostAversive,12.0,wake,85.05882352941177
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,12.0,wake,3600.0
rem,Ca_EEG3-1,0.25mA,PreNeutral,12.0,rem,6.0
sws,Ca_EEG3-3,0.25mA,PostAversive,12.0,nrem,69.33333333333333
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,12.0,nrem,6.0
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,12.0,wake,28.604651162790695
sws,Ca_EEG3-1,0.25mA,PreNeutral,12.0,nrem,15.75
wake,Ca_EEG3-1,0.25mA,PreNeutral,12.0,wake,433.5
wake,Ca_EEG3-2,0.25mA,PostNeutral,12.0,wake,72.72
sws,Ca_EEG3-2,0.25mA,PostNeutral,12.0,nrem,56.27586206896551
rem,Ca_EEG3-2,0.25mA,PostNeutral,12.0,rem,21.42857142857143
wake,Ca_EEG2-1,1.5mA,PostNeutral,12.0,wake,3600.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,12.0,wake,62.470588235294116
rem,Ca_EEG3-3,0.25mA,PostAversive,12.0,rem,25.636363636363633
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,wake,192.54545454545456
rem,Ca_EEG3-3,0.25mA,PostNeutral,12.0,rem,9.0
wake,Ca_EEG2-3,1.5mA,PreNeutral,12.0,wake,47.65714285714286
wake,Ca_EEG2-3,1.5mA,PostNeutral,12.0,wake,28.695652173913043
rem,Ca_EEG3-4,0.25mA,PostAversive,12.0,rem,7.615384615384615
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,12.0,rem,10.0
wake,Ca_EEG3-1,0.25mA,PostAversive,12.0,wake,336.0
sws,Ca_EEG3-1,0.25mA,PostAversive,12.0,nrem,63.33333333333333
rem,Ca_EEG3-1,0.25mA,PostAversive,12.0,rem,6.0
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,rem,14.5
wake,Ca_EEG3-1,0.25mA,PostNeutral,12.0,wake,1797.0
wake,Ca_EEG3-3,0.25mA,PostNeutral,12.0,wake,115.19999999999999
sws,Ca_EEG3-1,0.25mA,PostNeutral,12.0,nrem,6.0
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,nrem,47.45454545454545
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,wake,216.54545454545456
sws,Ca_EEG3-4,0.25mA,PostAversive,12.0,nrem,22.842105263157894
wake,Ca_EEG3-4,0.25mA,PostAversive,12.0,wake,58.33333333333333
wake,Ca_EEG3-2,0.25mA,PostAversive,12.0,wake,128.0
sws,Ca_EEG3-2,0.25mA,PostAversive,12.0,nrem,48.75
sws,Ca_EEG2-3,1.5mA,PreNeutral,12.0,nrem,38.714285714285715
rem,Ca_EEG3-2,0.25mA,PostAversive,12.0,rem,14.0
rem,Ca_EEG2-3,1.5mA,PostNeutral,12.0,rem,33.0
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,nrem,118.5
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,rem,30.0
rem,Ca_EEG3-2,0.25mA,PreNeutral,12.0,rem,12.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,12.0,nrem,27.333333333333332
sws,Ca_EEG2-3,1.5mA,PostNeutral,12.0,nrem,44.75
wake,Ca_EEG3-2,0.25mA,PreNeutral,12.0,wake,234.46153846153848
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,12.0,nrem,103.66666666666667
wake,Ca_EEG2-1,1.5mA,PostAversive,12.0,wake,441.0
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,12.0,nrem,51.13636363636364
wake,Ca_EEG2-2,1.5mA,PostNeutral,12.0,wake,3600.0
sws,Ca_EEG3-3,0.25mA,PostNeutral,12.0,nrem,27.0
sws,Ca_EEG2-1,1.5mA,PostAversive,12.0,nrem,9.428571428571429
rem,Ca_EEG2-3,1.5mA,PreNeutral,12.0,rem,21.857142857142858
rem,Ca_EEG2-1,1.5mA,PostAversive,12.0,rem,6.0
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,12.0,rem,28.5
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,12.0,wake,137.0
rem,Ca_EEG2-1,1.5mA,PostAversive,13.0,rem,6.0
wake,Ca_EEG3-1,0.25mA,PostNeutral,13.0,wake,182.39999999999998
rem,Ca_EEG3-3,0.25mA,PostAversive,13.0,rem,8.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,13.0,nrem,61.71428571428572
sws,Ca_EEG3-3,0.25mA,PostAversive,13.0,nrem,93.33333333333333
wake,Ca_EEG3-1,0.25mA,PreNeutral,13.0,wake,158.57142857142856
sws,Ca_EEG3-4,0.25mA,PostAversive,13.0,nrem,25.625
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,13.0,rem,12.857142857142858
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,13.0,nrem,71.11111111111111
sws,Ca_EEG2-1,1.5mA,PostAversive,13.0,nrem,13.200000000000001
rem,Ca_EEG3-2,0.25mA,PreNeutral,13.0,rem,7.0
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,13.0,wake,69.1304347826087
wake,Ca_EEG3-3,0.25mA,PostAversive,13.0,wake,118.5
wake,Ca_EEG2-1,1.5mA,PreNeutral,13.0,wake,3600.0
