,Mouse,Amplitude,Day,TimeBin,SleepState,StateLength
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,nrem,111.60000000000001
wake,Ca_EEG2-1,1.5mA,PostAversive,22.0,wake,23.2
rem,Ca_EEG3-2,0.25mA,PostNeutral,22.0,rem,26.857142857142858
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,rem,16.363636363636363
rem,Ca_EEG2-2,1.5mA,PreNeutral,22.0,rem,15.0
wake,Ca_EEG2-3,1.5mA,PostNeutral,22.0,wake,44.8
sws,Ca_EEG2-2,1.5mA,PreNeutral,22.0,nrem,120.0
wake,Ca_EEG2-2,1.5mA,PreNeutral,22.0,wake,19.285714285714285
sws,Ca_EEG2-3,1.5mA,PostNeutral,22.0,nrem,55.783783783783775
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,22.0,wake,79.33333333333333
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,22.0,nrem,53.0
wake,Ca_EEG3-1,0.25mA,PreNeutral,22.0,wake,29.162790697674417
wake,Ca_EEG3-4,0.25mA,PostNeutral,22.0,wake,23.5
sws,Ca_EEG3-1,0.25mA,PreNeutral,22.0,nrem,32.41935483870968
rem,Ca_EEG3-1,0.25mA,PreNeutral,22.0,rem,14.0
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,22.0,rem,13.200000000000001
wake,Ca_EEG3-3,0.25mA,PreNeutral,22.0,wake,13.058823529411764
sws,Ca_EEG3-3,0.25mA,PreNeutral,22.0,nrem,69.42857142857143
rem,Ca_EEG3-3,0.25mA,PreNeutral,22.0,rem,16.5
rem,Ca_EEG2-2,1.5mA,PostNeutral,22.0,rem,43.0
sws,Ca_EEG2-2,1.5mA,PostNeutral,22.0,nrem,108.66666666666666
wake,Ca_EEG2-2,1.5mA,PostNeutral,22.0,wake,99.0
rem,Ca_EEG2-2,1.5mA,PostAversive,22.0,rem,14.823529411764707
sws,Ca_EEG2-2,1.5mA,PostAversive,22.0,nrem,68.48780487804878
rem,Ca_EEG2-3,1.5mA,PostNeutral,22.0,rem,21.333333333333332
wake,Ca_EEG2-2,1.5mA,PostAversive,22.0,wake,22.5
wake,Ca_EEG3-2,0.25mA,PostAversive,22.0,wake,21.5
sws,Ca_EEG3-2,0.25mA,PostAversive,22.0,nrem,48.239999999999995
rem,Ca_EEG3-2,0.25mA,PostAversive,22.0,rem,21.789473684210527
rem,Ca_EEG2-3,1.5mA,PreNeutral,22.0,rem,12.0
sws,Ca_EEG2-1,1.5mA,PostAversive,22.0,nrem,56.42307692307692
rem,Ca_EEG2-1,1.5mA,PostAversive,22.0,rem,8.153846153846153
rem,Ca_EEG3-3,0.25mA,PostNeutral,22.0,rem,29.53846153846154
sws,Ca_EEG3-3,0.25mA,PostNeutral,22.0,nrem,85.24137931034483
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,wake,108.0
rem,Ca_EEG2-3,1.5mA,PostAversive,22.0,rem,11.7
wake,Ca_EEG3-2,0.25mA,PostNeutral,22.0,wake,10.857142857142858
sws,Ca_EEG3-2,0.25mA,PostNeutral,22.0,nrem,73.89473684210526
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,22.0,wake,34.08
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,22.0,nrem,54.13636363636364
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,22.0,rem,12.299999999999999
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,rem,15.142857142857142
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,nrem,64.17391304347825
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,wake,13.200000000000001
rem,Ca_EEG3-2,0.25mA,PreNeutral,22.0,rem,17.666666666666668
wake,Ca_EEG3-3,0.25mA,PostAversive,22.0,wake,125.64705882352942
sws,Ca_EEG3-3,0.25mA,PostAversive,22.0,nrem,55.0
rem,Ca_EEG3-3,0.25mA,PostAversive,22.0,rem,14.399999999999999
sws,Ca_EEG2-3,1.5mA,PreNeutral,22.0,nrem,51.191489361702125
sws,Ca_EEG3-2,0.25mA,PreNeutral,22.0,nrem,47.464285714285715
wake,Ca_EEG3-4,0.25mA,PostAversive,22.0,wake,67.23529411764706
rem,Ca_EEG2-1,1.5mA,PreNeutral,22.0,rem,12.0
sws,Ca_EEG2-1,1.5mA,PreNeutral,22.0,nrem,84.70588235294117
wake,Ca_EEG2-1,1.5mA,PreNeutral,22.0,wake,207.60000000000002
sws,Ca_EEG3-4,0.25mA,PostAversive,22.0,nrem,20.759999999999998
rem,Ca_EEG3-4,0.25mA,PostAversive,22.0,rem,13.142857142857144
wake,Ca_EEG3-1,0.25mA,PostNeutral,22.0,wake,23.86046511627907
rem,Ca_EEG2-1,1.5mA,PostNeutral,22.0,rem,6.0
sws,Ca_EEG2-1,1.5mA,PostNeutral,22.0,nrem,44.66666666666667
wake,Ca_EEG2-1,1.5mA,PostNeutral,22.0,wake,530.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,22.0,nrem,36.49180327868852
rem,Ca_EEG3-1,0.25mA,PostNeutral,22.0,rem,15.130434782608695
wake,Ca_EEG2-3,1.5mA,PostAversive,22.0,wake,54.642857142857146
wake,Ca_EEG3-3,0.25mA,PostNeutral,22.0,wake,37.2
wake,Ca_EEG3-2,0.25mA,PreNeutral,22.0,wake,10.551724137931034
wake,Ca_EEG2-3,1.5mA,PreNeutral,22.0,wake,33.64285714285714
sws,Ca_EEG_Pilot1,1.5mA,PreNeutral,23.0,nrem,57.230769230769226
rem,Ca_EEG_Pilot1,1.5mA,PreNeutral,23.0,rem,9.0
wake,Ca_EEG3-4,0.25mA,PostNeutral,23.0,wake,27.52941176470588
wake,Ca_EEG_Pilot1,1.5mA,PreNeutral,23.0,wake,40.285714285714285
wake,Ca_EEG_Pilot1,1.5mA,PostNeutral,23.0,wake,36.75
sws,Ca_EEG_Pilot1,1.5mA,PostNeutral,23.0,nrem,55.02439024390243
rem,Ca_EEG_Pilot1,1.5mA,PostNeutral,23.0,rem,14.0
rem,Ca_EEG3-4,0.25mA,PostAversive,23.0,rem,14.347826086956522
sws,Ca_EEG3-4,0.25mA,PostNeutral,23.0,nrem,28.45945945945946
sws,Ca_EEG3-1,0.25mA,PostAversive,23.0,nrem,26.727272727272727
rem,Ca_EEG_Pilot1,1.5mA,PostAversive,23.0,rem,25.200000000000003
rem,Ca_EEG2-3,1.5mA,PostNeutral,23.0,rem,14.142857142857142
sws,Ca_EEG3-4,0.25mA,PostAversive,23.0,nrem,27.454545454545457
wake,Ca_EEG2-3,1.5mA,PreNeutral,23.0,wake,93.2
sws,Ca_EEG2-3,1.5mA,PreNeutral,23.0,nrem,55.26315789473685
rem,Ca_EEG2-3,1.5mA,PreNeutral,23.0,rem,22.0
rem,Ca_EEG3-2,0.25mA,PostAversive,23.0,rem,18.705882352941178
sws,Ca_EEG2-3,1.5mA,PostNeutral,23.0,nrem,57.599999999999994
sws,Ca_EEG3-2,0.25mA,PostAversive,23.0,nrem,43.05882352941177
wake,Ca_EEG2-2,1.5mA,PostAversive,23.0,wake,58.73684210526315
sws,Ca_EEG2-2,1.5mA,PostAversive,23.0,nrem,68.5
rem,Ca_EEG2-2,1.5mA,PostAversive,23.0,rem,29.0
wake,Ca_EEG2-2,1.5mA,PostNeutral,23.0,wake,9.428571428571429
sws,Ca_EEG2-2,1.5mA,PostNeutral,23.0,nrem,77.07692307692308
rem,Ca_EEG2-2,1.5mA,PostNeutral,23.0,rem,20.842105263157897
wake,Ca_EEG3-2,0.25mA,PostAversive,23.0,wake,86.57142857142857
rem,Ca_EEG3-3,0.25mA,PreNeutral,23.0,rem,12.0
wake,Ca_EEG2-3,1.5mA,PostNeutral,23.0,wake,12.461538461538463
sws,Ca_EEG3-2,0.25mA,PostNeutral,23.0,nrem,62.63414634146342
rem,Ca_EEG3-1,0.25mA,PostAversive,23.0,rem,22.799999999999997
rem,Ca_EEG3-2,0.25mA,PreNeutral,23.0,rem,6.0
sws,Ca_EEG3-2,0.25mA,PreNeutral,23.0,nrem,49.71428571428572
wake,Ca_EEG3-2,0.25mA,PreNeutral,23.0,wake,312.0
wake,Ca_EEG3-1,0.25mA,PostNeutral,23.0,wake,121.0
sws,Ca_EEG3-1,0.25mA,PostNeutral,23.0,nrem,26.076923076923073
wake,Ca_EEG3-2,0.25mA,PostNeutral,23.0,wake,31.25
rem,Ca_EEG3-1,0.25mA,PostNeutral,23.0,rem,6.0
sws,Ca_EEG3-1,0.25mA,PreNeutral,23.0,nrem,68.25
rem,Ca_EEG3-1,0.25mA,PreNeutral,23.0,rem,18.0
wake,Ca_EEG2-3,1.5mA,PostAversive,23.0,wake,31.56521739130435
sws,Ca_EEG2-3,1.5mA,PostAversive,23.0,nrem,60.0
rem,Ca_EEG2-3,1.5mA,PostAversive,23.0,rem,15.272727272727273
rem,Ca_EEG3-2,0.25mA,PostNeutral,23.0,rem,13.428571428571429
wake,Ca_EEG3-1,0.25mA,PreNeutral,23.0,wake,125.45454545454547
rem,Ca_EEG3-4,0.25mA,PostNeutral,23.0,rem,11.625
sws,Ca_EEG3-3,0.25mA,PreNeutral,23.0,nrem,123.75
wake,Ca_EEG2-2,1.5mA,PreNeutral,23.0,wake,122.57142857142856
wake,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,wake,69.66666666666666
sws,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,nrem,83.05263157894737
rem,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,rem,6.0
wake,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,wake,167.14285714285714
sws,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,nrem,72.0
rem,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,rem,9.0
wake,Ca_EEG3-3,0.25mA,PostAversive,23.0,wake,55.71428571428572
rem,Ca_EEG3-4,0.25mA,PreNeutral,23.0,rem,10.545454545454545
wake,Ca_EEG3-4,0.25mA,PreNeutral,23.0,wake,18.642857142857142
wake,Ca_EEG_Pilot2,1.5mA,PreNeutral,23.0,wake,162.0
sws,Ca_EEG_Pilot2,1.5mA,PreNeutral,23.0,nrem,56.66666666666667
rem,Ca_EEG_Pilot2,1.5mA,PreNeutral,23.0,rem,16.200000000000003
wake,Ca_EEG_Pilot1,1.5mA,PostAversive,23.0,wake,22.57142857142857
sws,Ca_EEG_Pilot1,1.5mA,PostAversive,23.0,nrem,49.63636363636364
sws,Ca_EEG3-4,0.25mA,PreNeutral,23.0,nrem,32.352941176470594
wake,Ca_EEG3-3,0.25mA,PreNeutral,23.0,wake,173.33333333333334
sws,Ca_EEG3-3,0.25mA,PostAversive,23.0,nrem,68.0
rem,Ca_EEG2-1,1.5mA,PreNeutral,23.0,rem,7.5
sws,Ca_EEG2-2,1.5mA,PreNeutral,23.0,nrem,99.60000000000001
rem,Ca_EEG2-2,1.5mA,PreNeutral,23.0,rem,14.399999999999999
wake,Ca_EEG2-1,1.5mA,PostAversive,23.0,wake,1056.0
sws,Ca_EEG2-1,1.5mA,PostAversive,23.0,nrem,106.5
rem,Ca_EEG2-1,1.5mA,PostAversive,23.0,rem,6.0
wake,Ca_EEG3-1,0.25mA,PostAversive,23.0,wake,63.599999999999994
rem,Ca_EEG3-3,0.25mA,PostAversive,23.0,rem,16.5
rem,Ca_EEG3-3,0.25mA,PostNeutral,23.0,rem,21.692307692307693
wake,Ca_EEG3-3,0.25mA,PostNeutral,23.0,wake,37.63636363636363
wake,Ca_EEG2-1,1.5mA,PostNeutral,23.0,wake,60.300000000000004
sws,Ca_EEG2-1,1.5mA,PostNeutral,23.0,nrem,45.733333333333334
rem,Ca_EEG2-1,1.5mA,PostNeutral,23.0,rem,11.2
wake,Ca_EEG2-1,1.5mA,PreNeutral,23.0,wake,137.1818181818182
sws,Ca_EEG2-1,1.5mA,PreNeutral,23.0,nrem,15.870967741935484
sws,Ca_EEG3-3,0.25mA,PostNeutral,23.0,nrem,75.45454545454545
wake,Ca_EEG3-4,0.25mA,PostAversive,23.0,wake,112.0
