,Mouse,Amplitude,BehavioralState,Ensemble,FiringRate,CellIndex
1509,RLI9-2,1.5mA,Quiet Rest,Fear,-0.012508863135289741,1153.0
1510,RLI9-2,1.5mA,Quiet Rest,Fear,0.026764492142968232,1154.0
1511,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.061953347627142843,1155.0
1512,RLI9-2,1.5mA,Quiet Rest,Remaining,0.024313986165983695,1156.0
1513,RLI9-2,1.5mA,Quiet Rest,Remaining,0.03775260711339468,1157.0
1514,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05787658591326004,1158.0
1515,RLI9-2,1.5mA,Quiet Rest,Fear,-0.017943116129817645,1159.0
1516,RLI9-2,1.5mA,Quiet Rest,Fear,0.2923138971166043,1160.0
1517,RLI9-2,1.5mA,Quiet Rest,Fear,0.20774564100765275,1161.0
1518,RLI9-2,1.5mA,Quiet Rest,Fear,0.02413142956730509,1162.0
1519,RLI9-2,1.5mA,Quiet Rest,Fear,0.23838213169882985,1163.0
1520,RLI9-2,1.5mA,Quiet Rest,Fear,0.05295083230543606,1164.0
1521,RLI9-2,1.5mA,Quiet Rest,Fear,0.08478797464492126,1165.0
1522,RLI9-2,1.5mA,Quiet Rest,Fear,0.1348965860249759,1166.0
1523,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06365028051967384,1167.0
1524,RLI9-2,1.5mA,Quiet Rest,Remaining,0.0011837229151087363,1168.0
1525,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04200053735951507,1169.0
1526,RLI9-2,1.5mA,Quiet Rest,Fear,0.02998342142343042,1170.0
1527,RLI9-2,1.5mA,Quiet Rest,Fear,0.04071319555314479,1171.0
1528,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04763449908349802,1172.0
1529,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03337229068709617,1173.0
1530,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04107721751770738,1174.0
1531,RLI9-2,1.5mA,Quiet Rest,Fear,-0.055397939763463806,1175.0
1532,RLI9-2,1.5mA,Quiet Rest,Fear,-0.017475910732170183,1176.0
1533,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04412352459924716,1177.0
1534,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06466017106352033,1178.0
1535,RLI9-2,1.5mA,Quiet Rest,Fear,0.042266715951469455,1179.0
1536,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06131919753341574,1180.0
1537,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06814182612187608,1181.0
1538,RLI9-2,1.5mA,Quiet Rest,Fear,0.058058991543570936,1182.0
1539,RLI9-2,1.5mA,Quiet Rest,Fear,-0.044710263937574886,1183.0
1540,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.0504470999337545,1184.0
1541,RLI9-2,1.5mA,Quiet Rest,Remaining,0.0238990052579649,1185.0
1542,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06850510477350362,1186.0
1543,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06968366840978739,1187.0
1544,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06532445744228174,1188.0
1545,RLI9-2,1.5mA,Quiet Rest,Fear,-0.014432099871452162,1189.0
1546,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03983227573254592,1190.0
1547,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.013561603178499729,1191.0
1548,RLI9-2,1.5mA,Quiet Rest,Fear,0.11886809654577811,1192.0
1549,RLI9-2,1.5mA,Quiet Rest,Fear,-0.027549035196122992,1193.0
1550,RLI9-2,1.5mA,Quiet Rest,Fear,0.22415153892873263,1194.0
1551,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03641917539234031,1195.0
1552,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07032662336823073,1196.0
1553,RLI9-2,1.5mA,Quiet Rest,Fear,-0.028659875637478373,1197.0
1554,RLI9-2,1.5mA,Quiet Rest,Fear,-0.0024856629651305116,1198.0
1555,RLI9-2,1.5mA,Quiet Rest,Fear,0.18784068238314486,1199.0
1556,RLI9-2,1.5mA,Quiet Rest,Remaining,0.057946533861589766,1200.0
1557,RLI9-2,1.5mA,Quiet Rest,Fear,0.024689863352212734,1201.0
1558,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04410509292844963,1202.0
1559,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06887567622719482,1203.0
1560,RLI9-2,1.5mA,Quiet Rest,Remaining,0.0393754558389469,1204.0
1561,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05871618398661424,1205.0
1562,RLI9-2,1.5mA,Quiet Rest,Fear,0.019097037855472766,1206.0
1563,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05393500446605499,1207.0
1564,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03972527116710096,1208.0
1565,RLI9-2,1.5mA,Quiet Rest,Fear,-0.021464142930679216,1209.0
1566,RLI9-2,1.5mA,Quiet Rest,Remaining,0.07584616571957492,1210.0
1567,RLI9-2,1.5mA,Quiet Rest,Fear,0.044207161238874006,1211.0
1568,RLI9-2,1.5mA,Quiet Rest,Fear,-0.0517871474561553,1212.0
1569,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03620251793348604,1213.0
1570,RLI9-2,1.5mA,Quiet Rest,Fear,-0.010711360887565675,1214.0
1571,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05484163643926248,1215.0
1572,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03572422948664058,1216.0
1573,RLI9-2,1.5mA,Quiet Rest,Fear,-0.07324141288696619,1217.0
1574,RLI9-2,1.5mA,Quiet Rest,Fear,-0.058425778121202414,1218.0
1575,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06162967694558711,1219.0
1576,RLI9-2,1.5mA,Quiet Rest,Fear,-0.02821766727455189,1220.0
1577,RLI9-2,1.5mA,Quiet Rest,Remaining,0.030235434662183362,1221.0
1578,RLI9-2,1.5mA,Quiet Rest,Fear,0.002743509977261603,1222.0
1579,RLI9-2,1.5mA,Quiet Rest,Fear,0.5827033462773755,1223.0
1580,RLI9-2,1.5mA,Quiet Rest,Fear,0.19989712570820176,1224.0
1581,RLI9-2,1.5mA,Quiet Rest,Fear,-0.025534762777294797,1225.0
1582,RLI9-2,1.5mA,Quiet Rest,Fear,-0.07337725060805794,1226.0
1583,RLI9-2,1.5mA,Quiet Rest,Fear,-0.033095664384956994,1227.0
1584,RLI9-2,1.5mA,Quiet Rest,Fear,-0.0377066873295984,1228.0
1585,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.049533293864618536,1229.0
1586,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.038782216312078635,1230.0
1587,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03879836018273358,1231.0
1588,RLI9-2,1.5mA,Quiet Rest,Fear,0.13328305377624364,1232.0
1589,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.00742681496341801,1233.0
1590,RLI9-2,1.5mA,Quiet Rest,Fear,0.02549316405779386,1234.0
1591,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.012276271384179421,1235.0
1592,RLI9-2,1.5mA,Quiet Rest,Fear,0.10426832502670753,1236.0
1593,RLI9-2,1.5mA,Quiet Rest,Fear,0.06319208208436455,1237.0
1594,RLI9-2,1.5mA,Quiet Rest,Fear,-0.024089134817215495,1238.0
1595,RLI9-2,1.5mA,Quiet Rest,Fear,0.08534937290619848,1239.0
1596,RLI9-2,1.5mA,Quiet Rest,Fear,-0.016334474378497162,1240.0
1597,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06849598982050968,1241.0
1598,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07398553707185178,1242.0
1599,RLI9-2,1.5mA,Quiet Rest,Fear,0.11082082197539056,1243.0
1600,RLI9-2,1.5mA,Quiet Rest,Fear,-0.026922052406493868,1244.0
1601,RLI9-2,1.5mA,Quiet Rest,Fear,0.14331093972528702,1245.0
1602,RLI9-2,1.5mA,Quiet Rest,Fear,-0.057987628212017125,1246.0
1603,RLI9-2,1.5mA,Quiet Rest,Fear,-0.040105601999614146,1247.0
1604,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.023578247902566976,1248.0
1605,RLI9-2,1.5mA,Quiet Rest,Remaining,0.13583266513548642,1249.0
1606,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.01790536852162928,1250.0
1607,RLI9-2,1.5mA,Quiet Rest,Remaining,0.07302877053236069,1251.0
1608,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05973238200726932,1252.0
1609,RLI9-2,1.5mA,Quiet Rest,Fear,0.03391128725137757,1253.0
1610,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.009932909623613997,1254.0
1611,RLI9-2,1.5mA,Quiet Rest,Fear,-0.009160883069903808,1255.0
1612,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04636584838750862,1256.0
1613,RLI9-2,1.5mA,Quiet Rest,Fear,0.018951145111864385,1257.0
1614,RLI9-2,1.5mA,Quiet Rest,Fear,-0.027157320497219,1258.0
1615,RLI9-2,1.5mA,Quiet Rest,Fear,-0.0772800666359504,1259.0
1616,RLI9-2,1.5mA,Quiet Rest,Fear,-0.0775831298222727,1260.0
1617,RLI9-2,1.5mA,Quiet Rest,Fear,-0.05344237047427021,1261.0
1618,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07452437318244734,1262.0
1619,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07226838255296328,1263.0
1620,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.0392085108936729,1264.0
1621,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03224030835333273,1265.0
1622,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07671140594388828,1266.0
1623,RLI9-2,1.5mA,Quiet Rest,Fear,0.017244224140241564,1267.0
1624,RLI9-2,1.5mA,Quiet Rest,Remaining,0.062256561210873085,1268.0
1625,RLI9-2,1.5mA,Quiet Rest,Remaining,0.016465675819641094,1269.0
1626,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.00878650733803932,1270.0
1627,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06516098011532553,1271.0
1628,RLI9-2,1.5mA,Quiet Rest,Fear,0.018454084379856392,1272.0
1629,RLI9-2,1.5mA,Quiet Rest,Fear,0.1394936904394899,1273.0
1630,RLI9-2,1.5mA,Quiet Rest,Fear,0.029499296010005612,1274.0
1631,RLI9-2,1.5mA,Quiet Rest,Fear,-0.057372920099251,1275.0
1632,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04875294563081304,1276.0
1633,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07451279888118281,1277.0
1634,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03211245848339469,1278.0
1635,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04839675200567494,1279.0
1636,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.020692923458704465,1280.0
1637,RLI9-2,1.5mA,Quiet Rest,Fear,-0.005339300106588962,1281.0
1638,RLI9-2,1.5mA,Quiet Rest,Fear,-0.07329975238296857,1282.0
1639,RLI9-2,1.5mA,Quiet Rest,Fear,-0.013135743653227071,1283.0
1640,RLI9-2,1.5mA,Quiet Rest,Fear,0.02601176228755068,1284.0
1641,RLI9-2,1.5mA,Quiet Rest,Fear,0.035236509994255795,1285.0
1642,RLI9-2,1.5mA,Quiet Rest,Fear,0.002388707251803716,1286.0
1643,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06572508336160263,1287.0
1644,RLI9-2,1.5mA,Quiet Rest,Fear,-0.07153736481997787,1288.0
1645,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.0713031729373916,1289.0
1646,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04949021742404051,1290.0
1647,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03880242759544181,1291.0
1648,RLI9-2,1.5mA,Quiet Rest,Fear,0.15257809939341851,1292.0
1649,RLI9-2,1.5mA,Quiet Rest,Remaining,0.23477649094790407,1293.0
1650,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07633701477253328,1294.0
1651,RLI9-2,1.5mA,Quiet Rest,Fear,-0.03240287912685234,1295.0
1652,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.06919159617542724,1296.0
1653,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.03470328301371823,1297.0
1654,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04055898776198973,1298.0
1655,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04766590970564266,1299.0
1656,RLI9-2,1.5mA,Quiet Rest,Fear,0.008372457799722437,1300.0
1657,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.015796052272697068,1301.0
1658,RLI9-2,1.5mA,Quiet Rest,Remaining,0.043571638049007974,1302.0
1659,RLI9-2,1.5mA,Quiet Rest,Remaining,0.048410184242442415,1303.0
1660,RLI9-2,1.5mA,Quiet Rest,Fear,0.06550615786246733,1304.0
1661,RLI9-2,1.5mA,Quiet Rest,Fear,-0.054109015154846805,1305.0
1662,RLI9-2,1.5mA,Quiet Rest,Remaining,0.007170912168260615,1306.0
1663,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.026161823587599508,1307.0
1664,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.056956102401178946,1308.0
1665,RLI9-2,1.5mA,Quiet Rest,Fear,-0.016070297621472093,1309.0
1666,RLI9-2,1.5mA,Quiet Rest,Fear,-0.04411068769119561,1310.0
1667,RLI9-2,1.5mA,Quiet Rest,Fear,-0.06553215863892306,1311.0
1668,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.031834650871008216,1312.0
1669,RLI9-2,1.5mA,Quiet Rest,Remaining,0.09735143772653082,1313.0
1670,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.049396018376920994,1314.0
1671,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05471567812962356,1315.0
1672,RLI9-2,1.5mA,Quiet Rest,Fear,-0.036557158285343005,1316.0
1673,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04568399699293651,1317.0
1674,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05594853764809291,1318.0
1675,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.054622910661843896,1319.0
1676,RLI9-2,1.5mA,Quiet Rest,Fear,-0.05636935415087814,1320.0
1677,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.07326128264924911,1321.0
1678,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.044947802188363216,1322.0
1679,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.0023907742574048618,1323.0
1680,RLI9-2,1.5mA,Quiet Rest,Fear,0.06626160720085864,1324.0
1681,RLI9-2,1.5mA,Quiet Rest,Fear,-0.060711310345496636,1325.0
1682,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.0696653990595738,1326.0
1683,RLI9-2,1.5mA,Quiet Rest,Fear,-0.07325372181246585,1327.0
1684,RLI9-2,1.5mA,Quiet Rest,Fear,-0.028607107963583324,1328.0
1685,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.045259946057007505,1329.0
1686,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.04171024804325005,1330.0
1687,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.05198788053361931,1331.0
1688,RLI9-2,1.5mA,Quiet Rest,Remaining,-0.055255404862800096,1332.0
1689,RLI9-2,1.5mA,Locomotion,Remaining,-0.0688284003600413,356.0
1690,RLI9-2,1.5mA,Locomotion,Fear,-0.03360379987648557,357.0
1691,RLI9-2,1.5mA,Locomotion,Remaining,-0.06429760081521901,358.0
1692,RLI9-2,1.5mA,Locomotion,Remaining,-0.06182545466514327,359.0
1693,RLI9-2,1.5mA,Locomotion,Remaining,-0.07060355716195181,360.0
1694,RLI9-2,1.5mA,Locomotion,Remaining,-0.052097111469045755,361.0
1695,RLI9-2,1.5mA,Locomotion,Remaining,-0.014215209534108542,362.0
1696,RLI9-2,1.5mA,Locomotion,Fear,-0.03443528766281878,363.0
1697,RLI9-2,1.5mA,Locomotion,Remaining,-0.07099859433594398,364.0
1698,RLI9-2,1.5mA,Locomotion,Remaining,-0.0692256383154152,365.0
1699,RLI9-2,1.5mA,Locomotion,Remaining,-0.07293088084764289,366.0
1700,RLI9-2,1.5mA,Locomotion,Remaining,-0.039152793021111805,367.0
1701,RLI9-2,1.5mA,Locomotion,Fear,0.14855073420307965,368.0
1702,RLI9-2,1.5mA,Locomotion,Fear,-0.04903036090366828,369.0
1703,RLI9-2,1.5mA,Locomotion,Remaining,0.024002434376867582,370.0
1704,RLI9-2,1.5mA,Locomotion,Fear,-0.026664523137081866,371.0
1705,RLI9-2,1.5mA,Locomotion,Fear,0.022150156077142394,372.0
1706,RLI9-2,1.5mA,Locomotion,Fear,-0.01804286364965725,373.0
1707,RLI9-2,1.5mA,Locomotion,Fear,-0.03910164901155627,374.0
1708,RLI9-2,1.5mA,Locomotion,Fear,-0.028156254613023388,375.0
1709,RLI9-2,1.5mA,Locomotion,Remaining,-0.016838844232990015,376.0
1710,RLI9-2,1.5mA,Locomotion,Remaining,-0.05485958668538228,377.0
1711,RLI9-2,1.5mA,Locomotion,Remaining,-0.04929742700562879,378.0
1712,RLI9-2,1.5mA,Locomotion,Remaining,-0.023205456436132567,379.0
1713,RLI9-2,1.5mA,Locomotion,Remaining,-0.05677638330244986,380.0
1714,RLI9-2,1.5mA,Locomotion,Fear,-0.03433913093188967,381.0
1715,RLI9-2,1.5mA,Locomotion,Remaining,-0.04798733571669139,382.0
1716,RLI9-2,1.5mA,Locomotion,Fear,0.015373351837848433,383.0
1717,RLI9-2,1.5mA,Locomotion,Remaining,-0.024618253301653844,384.0
1718,RLI9-2,1.5mA,Locomotion,Fear,-0.03165104369907619,385.0
1719,RLI9-2,1.5mA,Locomotion,Remaining,-0.061866836832759585,386.0
1720,RLI9-2,1.5mA,Locomotion,Remaining,-0.06163948695512531,387.0
1721,RLI9-2,1.5mA,Locomotion,Remaining,-0.05677697292201875,388.0
1722,RLI9-2,1.5mA,Locomotion,Fear,0.020050826982521017,389.0
1723,RLI9-2,1.5mA,Locomotion,Remaining,-0.05904066885712532,390.0
1724,RLI9-2,1.5mA,Locomotion,Remaining,-0.06861758533191449,391.0
1725,RLI9-2,1.5mA,Locomotion,Remaining,-0.061341524488721474,392.0
1726,RLI9-2,1.5mA,Locomotion,Fear,-0.06451722904423919,393.0
1727,RLI9-2,1.5mA,Locomotion,Remaining,-0.07470653601573086,394.0
1728,RLI9-2,1.5mA,Locomotion,Fear,-0.022868072691711854,395.0
1729,RLI9-2,1.5mA,Locomotion,Remaining,-0.04718571181124546,396.0
1730,RLI9-2,1.5mA,Locomotion,Remaining,-0.016965342569132576,397.0
1731,RLI9-2,1.5mA,Locomotion,Fear,-0.05635461695436068,398.0
1732,RLI9-2,1.5mA,Locomotion,Fear,-0.05699405992245875,399.0
1733,RLI9-2,1.5mA,Locomotion,Remaining,-0.06980440516595555,400.0
1734,RLI9-2,1.5mA,Locomotion,Remaining,-0.07565403269803773,401.0
1735,RLI9-2,1.5mA,Locomotion,Fear,-0.051059254718062705,402.0
1736,RLI9-2,1.5mA,Locomotion,Remaining,0.015708323170746667,403.0
1737,RLI9-2,1.5mA,Locomotion,Fear,0.03236007767436695,404.0
1738,RLI9-2,1.5mA,Locomotion,Fear,-0.07209857549789896,405.0
1739,RLI9-2,1.5mA,Locomotion,Remaining,-0.0627181368376855,406.0
1740,RLI9-2,1.5mA,Locomotion,Remaining,-0.055205689014556296,407.0
1741,RLI9-2,1.5mA,Locomotion,Fear,-0.006867709736289918,408.0
1742,RLI9-2,1.5mA,Locomotion,Fear,0.13804237575450667,409.0
1743,RLI9-2,1.5mA,Locomotion,Fear,0.0729920538689837,410.0
1744,RLI9-2,1.5mA,Locomotion,Fear,0.06496019474181519,411.0
1745,RLI9-2,1.5mA,Locomotion,Fear,-0.02197942638434314,412.0
1746,RLI9-2,1.5mA,Locomotion,Remaining,-0.076138727837408,413.0
1747,RLI9-2,1.5mA,Locomotion,Fear,-0.027813732504069384,414.0
1748,RLI9-2,1.5mA,Locomotion,Fear,0.030117037040987026,415.0
1749,RLI9-2,1.5mA,Locomotion,Fear,0.04444307396028613,416.0
1750,RLI9-2,1.5mA,Locomotion,Remaining,-0.0645373515686467,417.0
1751,RLI9-2,1.5mA,Locomotion,Fear,-0.06948505746853566,418.0
1752,RLI9-2,1.5mA,Locomotion,Fear,-0.07037061621556018,419.0
1753,RLI9-2,1.5mA,Locomotion,Fear,-0.06300037989701014,420.0
1754,RLI9-2,1.5mA,Locomotion,Remaining,-0.06984347678411676,421.0
1755,RLI9-2,1.5mA,Locomotion,Remaining,-0.06849717452090247,422.0
1756,RLI9-2,1.5mA,Locomotion,Fear,-0.04445514906003728,423.0
1757,RLI9-2,1.5mA,Locomotion,Remaining,-0.07135796997043091,424.0
1758,RLI9-2,1.5mA,Locomotion,Fear,0.06918378561983922,425.0
1759,RLI9-2,1.5mA,Locomotion,Remaining,-0.039792790564227916,426.0
1760,RLI9-2,1.5mA,Locomotion,Fear,-0.02386021424755526,427.0
1761,RLI9-2,1.5mA,Locomotion,Remaining,-0.033380562879939533,428.0
1762,RLI9-2,1.5mA,Locomotion,Remaining,-0.03693542755489289,429.0
1763,RLI9-2,1.5mA,Locomotion,Fear,-0.067129678950664,430.0
1764,RLI9-2,1.5mA,Locomotion,Remaining,-0.06169299319970365,431.0
1765,RLI9-2,1.5mA,Locomotion,Fear,-0.07112616697067263,432.0
1766,RLI9-2,1.5mA,Locomotion,Remaining,-0.05071736755762982,433.0
1767,RLI9-2,1.5mA,Locomotion,Remaining,-0.050504948606649024,434.0
1768,RLI9-2,1.5mA,Locomotion,Remaining,-0.06894422387895482,435.0
1769,RLI9-2,1.5mA,Locomotion,Remaining,-0.04416405069258912,436.0
1770,RLI9-2,1.5mA,Locomotion,Fear,-0.04168167917704807,437.0
1771,RLI9-2,1.5mA,Locomotion,Fear,-0.0008389703240931379,438.0
1772,RLI9-2,1.5mA,Locomotion,Fear,-0.016185183602902192,439.0
1773,RLI9-2,1.5mA,Locomotion,Fear,0.031556301145920146,440.0
1774,RLI9-2,1.5mA,Locomotion,Fear,0.057543050943504676,441.0
1775,RLI9-2,1.5mA,Locomotion,Fear,0.017426441610941163,442.0
1776,RLI9-2,1.5mA,Locomotion,Remaining,-0.03744021384046227,443.0
1777,RLI9-2,1.5mA,Locomotion,Remaining,-0.007229442070011532,444.0
1778,RLI9-2,1.5mA,Locomotion,Remaining,-0.01572055413445415,445.0
1779,RLI9-2,1.5mA,Locomotion,Remaining,-0.02939405691854377,446.0
1780,RLI9-2,1.5mA,Locomotion,Fear,-0.05196663387597839,447.0
1781,RLI9-2,1.5mA,Locomotion,Fear,-0.027943647984005813,448.0
1782,RLI9-2,1.5mA,Locomotion,Fear,-0.004920540252761415,449.0
1783,RLI9-2,1.5mA,Locomotion,Remaining,-0.011441701303057964,450.0
1784,RLI9-2,1.5mA,Locomotion,Remaining,-0.03124069599388607,451.0
1785,RLI9-2,1.5mA,Locomotion,Remaining,-0.03083951895199771,452.0
1786,RLI9-2,1.5mA,Locomotion,Fear,-0.017443172593480966,453.0
1787,RLI9-2,1.5mA,Locomotion,Fear,0.06805769388791155,454.0
1788,RLI9-2,1.5mA,Locomotion,Fear,0.08228388672683619,455.0
1789,RLI9-2,1.5mA,Locomotion,Remaining,-0.04543963303281446,456.0
1790,RLI9-2,1.5mA,Locomotion,Fear,0.05566102061537125,457.0
1791,RLI9-2,1.5mA,Locomotion,Remaining,-0.06477813802039654,458.0
1792,RLI9-2,1.5mA,Locomotion,Fear,-0.009872778791019129,459.0
1793,RLI9-2,1.5mA,Locomotion,Fear,-0.03982699291637799,460.0
1794,RLI9-2,1.5mA,Locomotion,Remaining,-0.053040004052204236,461.0
1795,RLI9-2,1.5mA,Locomotion,Fear,-0.045621566443490566,462.0
1796,RLI9-2,1.5mA,Locomotion,Remaining,-0.018412105020163466,463.0
1797,RLI9-2,1.5mA,Locomotion,Fear,0.02131634246521795,464.0
1798,RLI9-2,1.5mA,Locomotion,Remaining,-0.018809779719699576,465.0
1799,RLI9-2,1.5mA,Locomotion,Remaining,-0.026536527807107285,466.0
1800,RLI9-2,1.5mA,Locomotion,Fear,0.04651246789486405,467.0
1801,RLI9-2,1.5mA,Locomotion,Remaining,-0.04918184291689959,468.0
1802,RLI9-2,1.5mA,Locomotion,Fear,0.05824681256824448,469.0
1803,RLI9-2,1.5mA,Locomotion,Fear,-0.055597458033797086,470.0
1804,RLI9-2,1.5mA,Locomotion,Remaining,-0.06568355420536859,471.0
1805,RLI9-2,1.5mA,Locomotion,Fear,-0.04530816353232172,472.0
1806,RLI9-2,1.5mA,Locomotion,Remaining,-0.048029750777165,473.0
1807,RLI9-2,1.5mA,Locomotion,Fear,-0.036149197603823284,474.0
1808,RLI9-2,1.5mA,Locomotion,Fear,-0.05420515971603469,475.0
1809,RLI9-2,1.5mA,Locomotion,Fear,-0.055035175916943006,476.0
1810,RLI9-2,1.5mA,Locomotion,Remaining,-0.0425132015799279,477.0
1811,RLI9-2,1.5mA,Locomotion,Remaining,0.0026988272356542804,478.0
1812,RLI9-2,1.5mA,Locomotion,Remaining,0.01697853615519494,479.0
1813,RLI9-2,1.5mA,Locomotion,Remaining,-0.011398607988965019,480.0
1814,RLI9-2,1.5mA,Locomotion,Remaining,-0.060905075787431914,481.0
1815,RLI9-2,1.5mA,Locomotion,Fear,-0.024950849079531403,482.0
1816,RLI9-2,1.5mA,Locomotion,Fear,-0.04553740490270715,483.0
1817,RLI9-2,1.5mA,Locomotion,Fear,-0.043633874047579166,484.0
1818,RLI9-2,1.5mA,Locomotion,Remaining,-0.06617825922484795,485.0
1819,RLI9-2,1.5mA,Locomotion,Remaining,-0.06664868448797946,486.0
1820,RLI9-2,1.5mA,Locomotion,Remaining,-0.0676962303999128,487.0
1821,RLI9-2,1.5mA,Locomotion,Fear,-0.06068651703671328,488.0
1822,RLI9-2,1.5mA,Locomotion,Remaining,-0.047936661095838495,489.0
1823,RLI9-2,1.5mA,Locomotion,Remaining,-0.02597837045898098,490.0
1824,RLI9-2,1.5mA,Locomotion,Remaining,-0.058491408721605714,491.0
1825,RLI9-2,1.5mA,Locomotion,Remaining,-0.04233643773944373,492.0
1826,RLI9-2,1.5mA,Locomotion,Fear,-0.023865159960637445,493.0
1827,RLI9-2,1.5mA,Locomotion,Remaining,-0.05246392835192228,494.0
1828,RLI9-2,1.5mA,Locomotion,Fear,-0.049547887886017904,495.0
1829,RLI9-2,1.5mA,Locomotion,Fear,-0.0146758454602782,496.0
1830,RLI9-2,1.5mA,Locomotion,Remaining,-0.0759762932420872,497.0
1831,RLI9-2,1.5mA,Locomotion,Remaining,-0.0743132644958167,498.0
1832,RLI9-2,1.5mA,Locomotion,Remaining,-0.056720155979590195,499.0
1833,RLI9-2,1.5mA,Locomotion,Remaining,-0.03461335764855141,500.0
1834,RLI9-2,1.5mA,Locomotion,Fear,-0.012824143102066957,501.0
1835,RLI9-2,1.5mA,Locomotion,Fear,0.006656938459101574,502.0
1836,RLI9-2,1.5mA,Locomotion,Fear,0.060575862068673846,503.0
1837,RLI9-2,1.5mA,Locomotion,Fear,0.08738068368708048,504.0
1838,RLI9-2,1.5mA,Locomotion,Remaining,-0.020397103164815796,505.0
1839,RLI9-2,1.5mA,Locomotion,Fear,-0.04301706148100433,506.0
1840,RLI9-2,1.5mA,Locomotion,Fear,-0.02059644901806996,507.0
1841,RLI9-2,1.5mA,Locomotion,Remaining,0.009560781123263917,508.0
